Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,16.7,2388.6150000000002,34.0,2
1,30.8,3294.7205,34.0,2
2,19.6,3311.2825000000003,34.0,2
3,17.9,3306.928,34.0,2
4,21.2,3305.396,34.0,2
5,35.4,3369.0955,34.0,2
6,19.9,3307.4764999999998,34.0,2
7,34.35,3290.1375,34.0,2
8,25.1,2176.7675,34.0,2
9,39.5,3294.6605,34.0,2
10,18.7,3256.648,34.0,2
11,46.5,3281.2415,34.0,2
12,20.5,3193.2985,34.0,2
13,19.75,2844.7525,34.0,2
14,22.6,3299.8,34.0,2
15,30.05,2517.0175,34.0,2
16,18.65,2375.645,34.0,2
17,19.4,2569.508,34.0,2
18,20.0,3296.1625,34.0,2
19,21.4,3303.5385,34.0,2
20,19.9,2676.536,34.0,2
21,44.199999999999996,3288.4939999999997,34.0,2
22,22.5,3292.0135,34.0,2
23,33.2,3291.0765,34.0,2
24,24.25,2361.64,34.0,2
25,20.0,3296.376,34.0,2
26,41.5,3268.956,34.0,2
27,32.4,3299.9764999999998,34.0,2
28,22.0,3298.652,34.0,2
29,34.7,2728.19,34.0,2
30,24.15,3303.3149999999996,34.0,2
31,31.2,3296.7965,34.0,2
