Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,18.3,2749.662,34.875,2
1,12.0,3276.536,34.875,2
2,19.4,3275.188,34.875,2
3,10.5,2445.7335000000003,34.875,2
4,18.9,3302.264,34.875,2
5,42.6,3236.9849999999997,34.875,2
6,19.55,3300.084,34.875,2
7,23.3,2642.7895,34.875,2
8,21.1,2490.1859999999997,34.875,2
9,13.25,2391.1255,34.875,2
10,20.5,3291.7245000000003,34.875,2
11,15.05,2797.245,34.875,2
12,18.3,3300.216,34.875,2
13,15.4,3264.1795,34.875,2
14,42.95,3088.938,34.875,2
15,34.35,2857.676,34.875,2
16,13.05,2744.928,34.875,2
17,35.25,3293.8525,34.875,2
18,15.0,3297.8165,34.875,2
19,25.85,2383.0265,34.875,2
20,16.1,3295.5860000000002,34.875,2
21,28.65,3295.4665000000005,34.875,2
22,18.0,3299.8625,34.875,2
23,18.5,3293.6565,34.875,2
24,13.85,2729.4555,34.875,2
25,14.1,2704.5905000000002,34.875,2
26,10.65,3299.59,34.875,2
27,34.15,3264.5164999999997,34.875,2
28,45.9,3290.51,34.875,2
29,11.5,3289.8695,34.875,2
30,19.5,3278.3064999999997,34.875,2
31,15.6,3299.9465,34.875,2
